1 0.421988
1 0.423736
1 0.426289
1 0.423142
1 0.424175
1 0.421444
1 0.425354
1 0.422708
1 0.415186
1 0.416895
2 0.211573
2 0.213362
2 0.214147
2 0.212424
2 0.213528
2 0.211761
2 0.210272
2 0.211832
2 0.211514
2 0.211961
3 0.142083
3 0.144009
3 0.143247
3 0.143766
3 0.142678
3 0.143591
3 0.142409
3 0.142059
3 0.143043
3 0.143622
4 0.107417
4 0.108225
4 0.107854
4 0.107748
4 0.108241
4 0.107731
4 0.108183
4 0.108099
4 0.107713
4 0.107285
6 0.075060
6 0.076723
6 0.076670
6 0.074587
6 0.073792
6 0.076724
6 0.073659
6 0.073981
6 0.076792
6 0.074833
8 0.083852
8 0.082519
8 0.083798
8 0.086735
8 0.086986
8 0.082442
8 0.082377
8 0.083381
8 0.082508
8 0.085275
