1 11.579477
1 12.333536
1 11.774599
1 11.657661
1 11.906044
1 11.975104
1 12.378637
1 11.711111
1 12.382647
1 12.253165
2 6.819939
2 6.805220
2 6.827509
2 6.771054
2 6.828943
2 6.840106
2 6.838275
2 6.772014
2 6.810363
2 6.752962
3 4.460830
3 4.453952
3 4.426670
3 4.419543
3 4.487250
3 4.423187
3 4.451476
3 4.439010
3 4.450487
3 4.425343
4 3.375501
4 3.356709
4 3.357688
4 3.366996
4 3.334882
4 3.333150
4 3.343093
4 3.369450
4 3.356196
4 3.342672
6 2.260814
6 2.243367
6 2.227013
6 2.258075
6 2.253878
6 2.239449
6 2.230985
6 2.221346
6 2.250875
6 2.244181
8 2.476570
8 2.422088
8 2.324513
8 2.496744
8 2.470036
8 2.246049
8 2.367134
8 2.267735
8 2.404291
8 2.478349
