1 48.103896
1 47.500054
1 47.332683
1 48.637958
1 48.227650
1 48.792162
1 48.319434
1 47.571041
1 48.995435
1 48.855541
2 24.570387
2 24.727484
2 24.816228
2 24.814501
2 24.286896
2 24.206160
2 24.024422
2 24.170553
2 24.493258
2 24.092441
3 16.426322
3 16.206596
3 16.296336
3 16.288527
3 16.415186
3 16.144484
3 16.179054
3 16.208386
3 16.151617
3 16.385789
4 12.142759
4 12.250279
4 12.221072
4 12.224371
4 12.274476
4 12.218501
4 12.233819
4 12.388264
4 12.184500
4 12.186673
6 8.327765
6 8.335839
6 8.355423
6 8.337659
6 8.341727
6 8.361807
6 8.347784
6 8.335653
6 8.363502
6 8.373395
8 9.240255
8 9.990863
8 9.820664
8 9.453785
8 9.889023
8 9.951758
8 9.889408
8 9.547844
8 9.103988
8 8.671568
