1 3.912780
1 4.011310
1 4.296036
1 4.111896
1 4.065412
1 4.154744
1 4.227965
1 4.301464
1 4.199752
1 4.359785
2 2.249208
2 2.250096
2 2.279411
2 2.263605
2 2.272446
2 2.254675
2 2.302162
2 2.234338
2 2.253637
2 2.275097
3 1.466325
3 1.484054
3 1.459776
3 1.489458
3 1.455435
3 1.487031
3 1.460317
3 1.469323
3 1.452959
3 1.478553
4 1.108624
4 1.101127
4 1.118171
4 1.110217
4 1.115347
4 1.116112
4 1.103824
4 1.109802
4 1.093365
4 1.117182
6 0.749719
6 0.753316
6 0.744941
6 0.753018
6 0.758054
6 0.750529
6 0.742907
6 0.758967
6 0.742301
6 0.752749
8 0.830589
8 0.838740
8 0.823568
8 0.862984
8 0.830430
8 0.827611
8 0.829483
8 0.821716
8 0.828808
8 0.835410
