1 44.080378
1 43.455124
1 43.209692
1 43.832649
1 43.151639
1 43.936568
1 43.225684
1 43.169726
1 43.167286
1 43.496692
2 21.724142
2 22.029465
2 22.141079
2 21.788807
2 21.937574
2 21.857779
2 21.910511
2 22.007129
2 21.778377
2 21.741085
3 14.593546
3 14.619621
3 14.510271
3 14.493615
3 14.438497
3 14.579114
3 14.510469
3 14.522239
3 14.489814
3 14.586123
4 10.945143
4 10.869638
4 10.899254
4 10.941521
4 10.880101
4 10.906478
4 10.886402
4 10.910397
4 10.851214
4 10.882064
6 7.346498
6 7.316958
6 7.300128
6 7.335558
6 7.291170
6 7.354123
6 7.313955
6 7.387590
6 7.343121
6 7.347886
8 8.538531
8 8.288417
8 7.739871
8 8.433119
8 8.132050
8 8.339713
8 8.249687
8 7.517200
8 8.072307
8 8.374496
