1 1.478831
1 1.488926
1 1.460413
1 1.631632
1 1.580968
1 1.531207
1 1.498085
1 1.487572
1 1.479060
1 1.469244
2 0.756469
2 0.791315
2 0.794723
2 0.804942
2 0.765197
2 0.764452
2 0.778458
2 0.766936
2 0.758292
2 0.757005
3 0.514341
3 0.513624
3 0.547755
3 0.506760
3 0.513928
3 0.528499
3 0.532536
3 0.540856
3 0.551993
3 0.535570
4 0.395403
4 0.397250
4 0.384881
4 0.384098
4 0.395186
4 0.383647
4 0.381234
4 0.380276
4 0.386144
4 0.385646
6 0.265984
6 0.262373
6 0.263201
6 0.264890
6 0.263199
6 0.261952
6 0.262185
6 0.261246
6 0.264168
6 0.264914
8 0.296338
8 0.290728
8 0.298762
8 0.297398
8 0.312151
8 0.308973
8 0.299999
8 0.297173
8 0.302772
8 0.310439
