1 406.843749
1 411.666268
1 416.143912
1 407.094462
1 407.246154
1 406.991024
1 409.039701
1 411.229010
1 412.171777
1 408.547460
2 182.985836
2 182.460965
2 183.116185
2 183.493972
2 185.487195
2 184.515211
2 183.164695
2 185.574745
2 184.399530
2 185.667216
4 95.617756
4 95.494384
4 95.525460
4 96.377544
4 95.486511
4 95.419982
4 95.757621
4 95.725578
4 95.417179
4 95.669373
8 84.119544
8 84.182869
8 84.224651
8 86.585289
8 84.245250
8 84.182800
8 84.486875
8 84.527352
8 84.775587
8 84.282649
